dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0315571978851321,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,-0.0365330330061585,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,-0.0412800429506614,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,-0.0289709036722121,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.0300452161712233,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0549466201381043,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0386446263436536,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0796654024765353,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.1221583793531513,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0854700968349434,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.0496392426824052,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0420498302664236,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0300656353733084,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,-0.0280086983884823,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,-0.0374550838716092,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,-0.0263465889151097,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.0381585669064158,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0649783093978845,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0456122602934604,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0826414069493556,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.1252087613324956,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0876105494082424,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.053266748508787,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0449433644621174,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0320906119756349,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,-0.0290726396147414,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,-0.0369153374183542,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,-0.0259680362166444,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.0375424774760899,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0646673645339191,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0454463724273087,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0863877364770031,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.129534236704799,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0906620051909129,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.054047549747233,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0449907284580043,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0321740647028283,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1493733366594662,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1245651256180588,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0798998657081781,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2378747049524707,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2303780224165371,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1477234699479072,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4232695297826124,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4141375575238002,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2825957833829449,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3891599556779773,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3561037032623869,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2426291694698493,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1522848972433399,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1253482072838291,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0805511459372921,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2388902670501185,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2327905930743737,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1493817932287784,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4237486457630878,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4157711681473334,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2838247335166668,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3891256767169946,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3557655250718237,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2424349048287945,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1537005864171266,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1289522153604083,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0829863324502062,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2402189765077069,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2306867184852628,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1477728535285551,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4254978534776731,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4163747387294738,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2842210711133234,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3925370921864257,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3595611191019875,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2449691339487086,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1482711461667422,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1221159605148465,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0785901552664735,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2361681225009486,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2299028584538679,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1475930106858274,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4233246695381852,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4146117678377181,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2830026728343451,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3888320113244329,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3550384971368274,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2418233299555773,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1514793897521738,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.125932315995102,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0810387440067558,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2351230927951689,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2282119656539251,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1461985954602534,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4227027040805116,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4145443655530432,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2827589777907816,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3868061021905954,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3536076492266582,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2408440396758616,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1497252010461694,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1239134033304426,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0796548972326732,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2365939052078263,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2295942510615523,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1471919651707394,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4242426845363068,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.415263748159571,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2833421982816276,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3881492116803204,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3546729233917936,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2416077907576762,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1548237156965889,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1291229735583612,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0830273088594436,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2405637606070865,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2321378015675018,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1486956285661966,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4248652233378951,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4142645125816026,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2825993625805426,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3928081743476516,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3587476331631001,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2444403140208578,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1552752787601812,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1318162196081166,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0851241090123177,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2405311606697106,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2338496180954935,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1500297708406204,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4234365592638857,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4170507741731445,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2844877104401312,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3892577209760115,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3548884945749332,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2417018169802726,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1536157085188132,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1293012455152233,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0831979285780714,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2369947183414541,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2298043399165656,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1473369284624426,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4229645030042391,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.4144634560748074,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2827860962093612,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3886727762341125,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.356430682190056,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2427245734101701,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.1497383330995271,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.1240313676159993,0.0
"GNPS (LOTUS, Negatives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0797169263285413,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.2384421532964623,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.2314878392642486,0.0
"GNPS (LOTUS, Negatives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.1482576751994126,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.4257132615400485,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.416562132644082,0.0
"GNPS (LOTUS, Negatives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.2841426371197894,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.3919414586554312,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.3591695821671476,0.0
"GNPS (LOTUS, Negatives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.2447192310088968,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.104051616608252,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0647397493994908,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.049080684018335,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0718672910439102,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.022089295515817,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0166267028885896,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0814457767699559,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0691321675227645,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0522687021802749,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0855454544064874,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0200095636945485,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0147663999091286,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1017570153763356,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0662622365039073,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0501266756401129,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.071513497820606,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0142308849462889,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0106497872467109,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0806117115813754,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0612606351649794,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0462564891094676,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0867720685823939,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0233899840852927,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0173059177225693,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1014405860069679,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0636206728300902,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0480142192829955,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0680494587108469,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0078336510374398,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0057803851004316,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0764614513633585,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0557154297441333,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0420290767847745,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0827623272027743,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0304247633186723,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0227261002014557,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1041743169899121,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0598180019375652,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0452817900889979,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0733974331044615,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0214404390514055,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.016117578763192,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0826473839834267,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0674967942385421,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0509812723628957,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0888829835412105,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0206304891278324,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0151629888110718,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1042877139807776,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0648561488121642,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0490837118291819,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0725995901401937,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0157714505468791,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0118079088100453,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0807070042669909,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0623034140028511,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0470315691170184,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0881890612667503,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.02216764661803,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0164280911684764,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1017855374462633,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0657234722216784,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0497906163020745,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0697605908588219,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0131692011302755,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0098358510209555,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0798940988411756,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.06208183546136,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0468510204373752,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0858881349972808,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0223288054394324,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.0164925101106627,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1021255780589663,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0593783463155238,0.0
"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0448854446539555,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0725163201046687,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0219203191079315,0.0
"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0164625719024943,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0808533892923981,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0675101712589008,0.0
"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0509530238253152,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0863107295651177,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.0200819686482757,0.0
"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.014826647958523,0.0
